VAR,Variable,ICU_Type,Statistics_Type,Measure,COU,Country,Continent,Year,OBS_VALUE
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HUN,Hungary,Europe,2019,59.89
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,GRC,Greece,Europe,2019,24.95
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ISR,Israel,Asia,2019,72.96
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,DEU,Germany,Europe,2019,0.01
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,LUX,Luxembourg,Europe,2019,2.58
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2019,71.8
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,TUR,Türkiye,Asia,2019,30.71
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,TUR,Türkiye,Asia,2019,0.48
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,GRC,Greece,Europe,2019,0.66
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2019,10.21
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ESP,Spain,Europe,2019,1.77
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,HUN,Hungary,Europe,2019,5.43
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,AUT,Austria,Europe,2019,2.51
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,CZE,Czechia,Europe,2019,0.05
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,AUT,Austria,Europe,2019,27.8
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,LVA,Latvia,Europe,2019,65.95
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CZE,Czechia,Europe,2019,4.25
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,AUT,Austria,Europe,2019,0.03
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,AUT,Austria,Europe,2019,0.13
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LTU,Lithuania,Europe,2019,0.21
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2019,0.11
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ISR,Israel,Asia,2019,9.61
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ISR,Israel,Asia,2019,8.99
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FRA,France,Europe,2019,16.37
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,AUT,Austria,Europe,2019,73.65
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,EST,Estonia,Europe,2019,0.38
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,FRA,France,Europe,2019,2.86
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ISR,Israel,Asia,2019,0.1
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,FRA,France,Europe,2019,0.27
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,NZL,New Zealand,Oceania,2019,2.99
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ISR,Israel,Asia,2019,0.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,AUS,Australia,Oceania,2019,0.08
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CRI,Costa Rica,North America,2019,0.01
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LUX,Luxembourg,Europe,2019,24.68
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,CAN,Canada,North America,2019,0.04
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,DEU,Germany,Europe,2019,0.28
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,JPN,Japan,Asia,2019,0.19
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CAN,Canada,North America,2019,0.6
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,GRC,Greece,Europe,2019,6.75
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,GRC,Greece,Europe,2019,14.59
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,PRT,Portugal,Europe,2019,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,USA,United States,North America,2019,20.92
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,DEU,Germany,Europe,2019,2.27
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CRI,Costa Rica,North America,2019,2.91
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,MEX,Mexico,North America,2019,6.81
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,USA,United States,North America,2019,0.29
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,GRC,Greece,Europe,2019,0.18
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,TUR,Türkiye,Asia,2019,15.52
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,JPN,Japan,Asia,2019,13.75
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,GRC,Greece,Europe,2019,17.53
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CZE,Czechia,Europe,2019,61.6
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,PRT,Portugal,Europe,2019,0.02
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,PRT,Portugal,Europe,2019,70.97
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,DEU,Germany,Europe,2019,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,KOR,Korea,Asia,2019,19.97
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,GRC,Greece,Europe,2019,0.25
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CAN,Canada,North America,2019,0.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,JPN,Japan,Asia,2019,4.87
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LUX,Luxembourg,Europe,2019,21.29
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,DEU,Germany,Europe,2019,77
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,USA,United States,North America,2019,29.42
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,HUN,Hungary,Europe,2019,0.11
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,KOR,Korea,Asia,2019,0.28
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,DEU,Germany,Europe,2019,1.2
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,CZE,Czechia,Europe,2019,0.07
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,CAN,Canada,North America,2019,4.32
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.21
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,CZE,Czechia,Europe,2019,52
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.25
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,KOR,Korea,Asia,2019,0.04
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,KOR,Korea,Asia,2019,64.5
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,GRC,Greece,Europe,2019,0.01
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,TUR,Türkiye,Asia,2019,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,PRT,Portugal,Europe,2019,12.07
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,PRT,Portugal,Europe,2019,0.92
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LUX,Luxembourg,Europe,2019,0.81
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,LUX,Luxembourg,Europe,2019,21.29
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,HUN,Hungary,Europe,2019,72.57
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CAN,Canada,North America,2019,0.01
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,FIN,Finland,Europe,2019,0.05
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.03
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,EST,Estonia,Europe,2019,38.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,JPN,Japan,Asia,2019,18.71
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,AUT,Austria,Europe,2019,21.82
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2019,8.53
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,ISR,Israel,Asia,2019,77.8
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CZE,Czechia,Europe,2019,0.43
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LTU,Lithuania,Europe,2019,24.09
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,JPN,Japan,Asia,2019,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CHE,Switzerland,Europe,2019,9.88
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LTU,Lithuania,Europe,2019,3.47
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,AUT,Austria,Europe,2019,0.03
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,CZE,Czechia,Europe,2019,4.55
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,CZE,Czechia,Europe,2019,7.26
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,JPN,Japan,Asia,2019,0.09
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,FRA,France,Europe,2019,84.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,JPN,Japan,Asia,2019,0.05
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,AUT,Austria,Europe,2019,0.28
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CHE,Switzerland,Europe,2019,0.01
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,DEU,Germany,Europe,2019,31.67
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,KOR,Korea,Asia,2019,3.57
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,AUS,Australia,Oceania,2019,7.61
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,IRL,Ireland,Europe,2019,0.05
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CAN,Canada,North America,2019,12.07
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ISR,Israel,Asia,2019,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,PRT,Portugal,Europe,2019,8.96
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,KOR,Korea,Asia,2019,0.16
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,CZE,Czechia,Europe,2019,68.6
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,TUR,Türkiye,Asia,2019,2.15
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,AUS,Australia,Oceania,2019,0.08
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,PRT,Portugal,Europe,2019,0.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,TUR,Türkiye,Asia,2019,0.16
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CHE,Switzerland,Europe,2019,75.74
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,TUR,Türkiye,Asia,2019,0.26
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,USA,United States,North America,2019,1.57
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HUN,Hungary,Europe,2019,18.71
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,PRT,Portugal,Europe,2019,0.01
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,HUN,Hungary,Europe,2019,2.01
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,HUN,Hungary,Europe,2019,11.27
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,FRA,France,Europe,2019,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,USA,United States,North America,2019,0.07
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,TUR,Türkiye,Asia,2019,48.38
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ISR,Israel,Asia,2019,0.09
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CRI,Costa Rica,North America,2019,1.44
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,USA,United States,North America,2019,0.05
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ISR,Israel,Asia,2019,10.34
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,HUN,Hungary,Europe,2019,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2019,11.08
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ISR,Israel,Asia,2019,20.94
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,CAN,Canada,North America,2019,0.17
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,AUS,Australia,Oceania,2019,0.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LTU,Lithuania,Europe,2019,20.61
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,AUT,Austria,Europe,2019,0.22
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,ISR,Israel,Asia,2019,1.78
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,USA,United States,North America,2019,0.02
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2019,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CHE,Switzerland,Europe,2019,0.1
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ESP,Spain,Europe,2019,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LTU,Lithuania,Europe,2019,0.24
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,FRA,France,Europe,2019,27.3
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,IRL,Ireland,Europe,2019,5.17
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,FIN,Finland,Europe,2019,64.5
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,FRA,France,Europe,2019,0.32
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CZE,Czechia,Europe,2019,0.04
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2019,0.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,AUT,Austria,Europe,2019,13.04
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,CHE,Switzerland,Europe,2019,7.66
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,AUS,Australia,Oceania,2019,8.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,FRA,France,Europe,2016,31.39
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,LTU,Lithuania,Europe,2016,62.13
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,FRA,France,Europe,2016,1.63
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FRA,France,Europe,2016,0.16
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,MEX,Mexico,North America,2016,0.07
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ISR,Israel,Asia,2016,9.6
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ISR,Israel,Asia,2016,9.99
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,FRA,France,Europe,2016,0.03
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,CAN,Canada,North America,2016,16.77
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,AUS,Australia,Oceania,2016,0.45
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ISR,Israel,Asia,2016,0.21
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,TUR,Türkiye,Asia,2016,0.26
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,ISR,Israel,Asia,2016,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,PRT,Portugal,Europe,2016,2.47
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,DEU,Germany,Europe,2016,0.34
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ISR,Israel,Asia,2016,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,DEU,Germany,Europe,2016,30.06
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2016,7.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,HUN,Hungary,Europe,2016,11.47
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,TUR,Türkiye,Asia,2016,21.17
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,AUT,Austria,Europe,2016,3.18
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,CHE,Switzerland,Europe,2016,0.08
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,JPN,Japan,Asia,2016,9.47
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,TUR,Türkiye,Asia,2016,71.05
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LTU,Lithuania,Europe,2016,0.03
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CHE,Switzerland,Europe,2016,1.49
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,JPN,Japan,Asia,2016,0.13
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,FIN,Finland,Europe,2016,5.46
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ISR,Israel,Asia,2016,74.34
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,DEU,Germany,Europe,2016,0.01
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2016,0.07
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2016,68.9
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,TUR,Türkiye,Asia,2016,26.38
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,TUR,Türkiye,Asia,2016,0.42
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,NLD,Netherlands,Europe,2016,73
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2016,10.26
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ESP,Spain,Europe,2016,1.64
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,AUT,Austria,Europe,2016,2.64
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,AUT,Austria,Europe,2016,27.71
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,LVA,Latvia,Europe,2016,70.3
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,AUT,Austria,Europe,2016,0.03
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,AUT,Austria,Europe,2016,0.13
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LTU,Lithuania,Europe,2016,0.21
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2016,0.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ISR,Israel,Asia,2016,9.48
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ISR,Israel,Asia,2016,9.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FRA,France,Europe,2016,16.11
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,AUT,Austria,Europe,2016,74.43
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,EST,Estonia,Europe,2016,0.37
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,FRA,France,Europe,2016,2.89
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ISR,Israel,Asia,2016,0.1
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,NLD,Netherlands,Europe,2016,12.55
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ISR,Israel,Asia,2016,0.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,AUS,Australia,Oceania,2016,0.07
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,CAN,Canada,North America,2016,0.04
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,DEU,Germany,Europe,2016,0.3
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,JPN,Japan,Asia,2016,0.18
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CAN,Canada,North America,2016,0.62
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,PRT,Portugal,Europe,2016,0.09
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,DEU,Germany,Europe,2016,2.4
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,MEX,Mexico,North America,2016,7.13
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,TUR,Türkiye,Asia,2016,13.8
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,JPN,Japan,Asia,2016,13.13
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,PRT,Portugal,Europe,2016,0.02
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,PRT,Portugal,Europe,2016,68.59
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,DEU,Germany,Europe,2016,0.02
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CAN,Canada,North America,2016,0.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,JPN,Japan,Asia,2016,4.63
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,FRA,France,Europe,2016,0.27
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,DEU,Germany,Europe,2016,81.4
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,DEU,Germany,Europe,2016,1.07
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,CAN,Canada,North America,2016,4.27
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,HUN,Hungary,Europe,2016,0.11
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,TUR,Türkiye,Asia,2016,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,PRT,Portugal,Europe,2016,11.72
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,PRT,Portugal,Europe,2016,0.72
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,FIN,Finland,Europe,2016,0.05
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,EST,Estonia,Europe,2016,36.97
