VAR,Variable,ICU_Type,Statistics_Type,UNIT,Measure,COU,Country,Continent,Year,OBS_VALUE,OBS_STATUS
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2017,24.15,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2017,0.66,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,FIN,Finland,Europe,2017,0.05,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,EST,Estonia,Europe,2017,37.78,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2017,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2017,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2017,18.08,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2017,21.79,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ITA,Italy,Europe,2017,8.32,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2017,78.89,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2017,0.07,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2017,9.91,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2017,3.46,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2017,0.28,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2017,0.09,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FRA,France,Europe,2017,84.45,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2017,0.05,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2017,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2017,33.91,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2017,7.16,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2017,0.05,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2017,11.99,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2017,8.37,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2017,1.9,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2017,0.08,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2017,0.11,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2017,0.15,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CHE,Switzerland,Europe,2017,78.07,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2017,0.23,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2017,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2017,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2017,45.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.09,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,LVA,Latvia,Europe,2017,9.53,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,20.72,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2017,0.17,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,10.18,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2017,20.68,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2017,0.22,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,1.64,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ITA,Italy,Europe,2017,0.08,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2017,0.1,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2017,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2017,0.24,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2017,27.22,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2017,4.99,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,NLD,Netherlands,Europe,2017,0.12,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2017,0.32,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2017,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2017,13.22,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2017,7.28,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2017,7.56,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2019,0.07,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2019,31.95,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LTU,Lithuania,Europe,2019,65.55,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,USA,United States,North America,2019,4.82,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2019,0.19,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,9.75,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2019,1.79,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,USA,United States,North America,2019,6.92,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2019,16.99,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2019,0.16,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,MEX,Mexico,North America,2019,0.07,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,USA,United States,North America,2019,0.21,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,10.17,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2019,0.03,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2019,0.11,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2019,0.02,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2019,0.52,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.21,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2019,0.31,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CHL,Chile,South America,2019,89.41,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.02,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2019,2.19,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2019,0.32,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2019,28.21,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2019,16.12,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2019,11.27,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2019,25.56,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,KOR,Korea,Asia,2019,0.2,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2019,0.15,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.21,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2019,3.47,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2019,0.52,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CRI,Costa Rica,North America,2019,0.03,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2019,0.08,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2019,9.19,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,TUR,Türkiye,Asia,2019,74.56,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,NZL,New Zealand,Oceania,2019,0.03,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2019,0.03,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2019,1.24,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2019,43.19,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2019,0.14,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,IRL,Ireland,Europe,2019,90,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,FIN,Finland,Europe,2019,5.43,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,HUN,Hungary,Europe,2019,59.89,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2019,24.95,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2019,72.96,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2019,0.01,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2019,2.58,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUS,Australia,Oceania,2019,71.8,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2019,30.71,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2019,0.48,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2019,0.66,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2019,10.21,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2019,1.77,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2019,5.43,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2019,2.51,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2019,0.05,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2019,27.8,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LVA,Latvia,Europe,2019,65.95,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2019,4.25,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2019,0.03,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2019,0.13,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2019,0.21,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,LVA,Latvia,Europe,2019,0.11,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,9.61,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,8.99,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2019,16.37,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUT,Austria,Europe,2019,73.65,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,EST,Estonia,Europe,2019,0.38,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2019,2.86,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.1,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.01,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2019,0.27,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,NZL,New Zealand,Oceania,2019,2.99,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2019,0.08,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CRI,Costa Rica,North America,2019,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2019,24.68,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2019,0.04,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2019,0.28,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2019,0.19,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2019,0.6,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2019,6.75,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2019,14.59,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2019,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,USA,United States,North America,2019,20.92,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2019,2.27,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CRI,Costa Rica,North America,2019,2.91,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,MEX,Mexico,North America,2019,6.81,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,USA,United States,North America,2019,0.29,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2019,0.18,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2019,15.52,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2019,13.75,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2019,17.53,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CZE,Czechia,Europe,2019,61.6,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2019,0.02,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,PRT,Portugal,Europe,2019,70.97,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2019,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2019,19.97,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2019,0.25,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2019,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2019,4.87,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2019,21.29,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,DEU,Germany,Europe,2019,77,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,USA,United States,North America,2019,29.42,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2019,0.11,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2019,0.28,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2019,1.2,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2019,0.07,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2019,4.32,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.21,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2019,52,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.25,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,KOR,Korea,Asia,2019,0.04,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,KOR,Korea,Asia,2019,64.5,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2019,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2019,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2019,12.07,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2019,0.92,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2019,0.81,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2019,21.29,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,HUN,Hungary,Europe,2019,72.57,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2019,0.01,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,FIN,Finland,Europe,2019,0.05,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2019,0.03,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,EST,Estonia,Europe,2019,38.12,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2019,18.71,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2019,21.82,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ITA,Italy,Europe,2019,8.53,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2019,77.8,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2019,0.43,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2019,24.09,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2019,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2019,9.88,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2019,3.47,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2019,0.03,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2019,4.55,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2019,7.26,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2019,0.09,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FRA,France,Europe,2019,84.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2019,0.05,A
