STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,FIN,Finland,2016,,0.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,EST,Estonia,2016,,36.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,CAN,Canada,2016,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,JPN,Japan,2016,,17.83,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,AUT,Austria,2016,,21.88,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,ITA,Italy,2016,,8.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,ISR,Israel,2016,,81.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,LTU,Lithuania,2016,,24.72,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,JPN,Japan,2016,,0.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,CHE,Switzerland,2016,,10.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,LTU,Lithuania,2016,,3.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,AUT,Austria,2016,,0.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,AUT,Austria,2016,,0.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,JPN,Japan,2016,,0.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,FRA,France,2016,,84.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,JPN,Japan,2016,,0.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,CHE,Switzerland,2016,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,DEU,Germany,2016,,33.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,AUS,Australia,2016,,7.23,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,IRL,Ireland,2016,,0.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,CAN,Canada,2016,,11.88,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,ISR,Israel,2016,,0.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,PRT,Portugal,2016,,8.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,AUS,Australia,2016,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,PRT,Portugal,2016,,0.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,TUR,Türkiye,2016,,0.14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CHE,Switzerland,2016,,79.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,TUR,Türkiye,2016,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,TUR,Türkiye,2016,,1.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,PRT,Portugal,2016,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,FRA,France,2016,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,TUR,Türkiye,2016,,41.71,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2016,,9.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,ISR,Israel,2016,,20.75,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,CAN,Canada,2016,,0.17,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ISR,Israel,2016,,10.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ESP,Spain,2016,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LTU,Lithuania,2016,,21.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,AUT,Austria,2016,,0.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,ISR,Israel,2016,,1.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,ITA,Italy,2016,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,CHE,Switzerland,2016,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LTU,Lithuania,2016,,0.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ISR,Israel,2016,,0.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,FRA,France,2016,,26.88,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,IRL,Ireland,2016,,4.92,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,NLD,Netherlands,2016,,0.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,FRA,France,2016,,0.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,ESP,Spain,2016,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,AUT,Austria,2016,,13.44,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,CHE,Switzerland,2016,,7.79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,AUS,Australia,2016,,7.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,IRL,Ireland,2020,,81,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,IRL,Ireland,2020,,5.92,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,IRL,Ireland,2020,,91,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,LTU,Lithuania,2020,,20.29,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2020,,0.2,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,IRL,Ireland,2020,,7.28,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,IRL,Ireland,2020,,0.07,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,LTU,Lithuania,2020,,0.2,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2020,,19.6,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2020,,0.27,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,IRL,Ireland,2020,,0.06,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,IRL,Ireland,2020,,7.28,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,IRL,Ireland,2020,,0.07,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,IRL,Ireland,2020,,0.06,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2020,,80.9,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2020,,26.57,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,IRL,Ireland,2020,,5.92,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2017,,0.19,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CAN,Canada,2017,,78.03,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2017,,19.27,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2017,,0.23,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2017,,78.9,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2017,,23.15,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2016,,0.19,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CAN,Canada,2016,,76.29,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2016,,19.31,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2016,,0.23,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2016,,79,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2016,,23.2,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2018,,0.2,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CAN,Canada,2018,,78.93,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2018,,19.54,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2018,,0.23,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2018,,79.5,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2018,,23.47,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,NLD,Netherlands,2019,,6.98,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2019,,0.07,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2019,,0.19,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CAN,Canada,2019,,76.61,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2019,,19.21,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2019,,0.23,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2019,,83.5,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2019,,23.08,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2015,,0.2,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CAN,Canada,2015,,77.15,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2015,,19.53,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ESP,Spain,2015,,0.23,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,AUS,Australia,2015,,80.9,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,ESP,Spain,2015,,23.46,,E,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,EST,Estonia,2017,,60.33,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2015,,9.81,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2016,,9.65,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2017,,9.53,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2018,,9.86,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2019,,11.08,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LVA,Latvia,2020,,12.73,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2015,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2016,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2017,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2018,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2019,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LVA,Latvia,2020,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2015,,0.07,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2016,,0.07,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2017,,0.07,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2018,,0.07,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2020,,0.07,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2015,,0.11,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2016,,0.11,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2017,,0.11,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2018,,0.12,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2019,,0.13,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2020,,0.15,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2015,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2016,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2017,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2018,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2019,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,ITA,Italy,2020,,0.02,,D,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,ESP,Spain,2015,,12.21,,D,,,,,,,
