STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.05,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.75,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.76,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTPH,Medical doctors not further defined,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,1.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,1.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LVA,Latvia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,1.05,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,MEX,Mexico,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,1.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,1.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,1.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,1.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,1.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,1.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.13,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.11,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.1,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.11,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.11,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.12,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.12,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ESP,Spain,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.13,,,,D,Definition differs,P,Provisional value,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,1.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,1.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,1.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,1.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1.48,,,,,,,,,,,,,
